KOTA/KABUPATEN;KECAMATAN;REG;ESTIMASI REG;OKE;ESTIMASI OKE;YES;ESTIMASI YES;ORIGIN
Blora;Kunduran;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Purbalingga;Kutasari;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Brebes;Larangan;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Rembang;Lasem;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Pekalongan;LEBAKBARANG;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Tegal;Lebaksiu;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Kendal;Limbangan;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Batang;Limpung;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Brebes;Losari;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Banyumas;Lumbir;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Banjarnegara;Madukara;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Bojonegoro;Malo;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Banjarnegara;Mandiraja;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Tegal;Margadana;15000;4 - 5 Hari;13000;6 - 7 Hari;-;-;YOGYAKARTA
Tegal;Margasari;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Bojonegoro;Margomulyo;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Pati;Margorejo;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Pati;Margoyoso;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Jepara;Mayong;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Kudus;Mejobo;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Demak;Mijen;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Semarang;Mijen;10000;2 - 3 Hari;9000;4 - 5 Hari;27000;-;YOGYAKARTA
Jepara;Mlonggo;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Pemalang;Moga;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Demak;Mranggen;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Purbalingga;Mrebet;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Jepara;Nalumsari;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Semarang;Ngaliyan;10000;2 - 3 Hari;9000;4 - 5 Hari;27000;-;YOGYAKARTA
Bojonegoro;Ngambon;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Kendal;Ngampel;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Grobogan;Ngaringan;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Bojonegoro;Ngasem;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Blora;Ngawen;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Bojonegoro;Ngraho;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Semarang;Pabelan;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Purbalingga;Padamara;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Bojonegoro;Padangan;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Banjarnegara;Pagentan;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Tegal;Pagerbarang;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Kendal;Pagerruyung;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Brebes;Paguyangan;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Banyumas;Pakuncen;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Rembang;Pamotan;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Rembang;Pancur;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Tegal;Pangkah;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Pekalongan;Paninggaran;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Kendal;Patean;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Kendal;Patebon;19000;6 - 7 Hari;17000;7 - 10 Hari;27000;-;YOGYAKARTA
Pati;Pati;15000;4 - 5 Hari;13000;6 - 7 Hari;-;-;YOGYAKARTA
Banyumas;Patikraja;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Batang;Pecalungan;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Jepara;Pecangaan;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Semarang;Pedurungan;10000;2 - 3 Hari;9000;4 - 5 Hari;27000;-;YOGYAKARTA
Kendal;Pegandon;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Banjarnegara;Pejawaran;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Pekalongan;Pekalongan;15000;4 - 5 Hari;13000;6 - 7 Hari;-;-;YOGYAKARTA
Pekalongan;PekalonganBarat;15000;4 - 5 Hari;13000;6 - 7 Hari;-;-;YOGYAKARTA
Pekalongan;PekalonganSelatan;15000;4 - 5 Hari;13000;6 - 7 Hari;-;-;YOGYAKARTA
Pekalongan;PekalonganTimur;15000;4 - 5 Hari;13000;6 - 7 Hari;-;-;YOGYAKARTA
Pekalongan;PekalonganUtara;15000;4 - 5 Hari;13000;6 - 7 Hari;-;-;YOGYAKARTA
Pemalang;Pemalang;15000;4 - 5 Hari;13000;6 - 7 Hari;-;-;YOGYAKARTA
Grobogan;Penawangan;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Purbalingga;Pengadegan;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Pemalang;Petarukan;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Pekalongan;Petungkriono;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Kendal;Plantungan;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Semarang;Pringapus;19000;6 - 7 Hari;17000;7 - 10 Hari;27000;-;YOGYAKARTA
Pati;Pucakwangi;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Grobogan;Pulokulon;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Pemalang;Pulosari;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Banjarnegara;Punggelan;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Purbalingga;Purbalingga;15000;4 - 5 Hari;13000;6 - 7 Hari;-;-;YOGYAKARTA
Banjarnegara;Purwanegara;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Grobogan;Purwodadi;15000;4 - 5 Hari;13000;6 - 7 Hari;-;-;YOGYAKARTA
Banyumas;Purwojati;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Banyumas;Purwokerto;15000;4 - 5 Hari;13000;6 - 7 Hari;-;-;YOGYAKARTA
Banyumas;PurwokertoBarat;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Banyumas;PurwokertoSelatan;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Banyumas;PurwokertoTimur;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Banyumas;PurwokertoUtara;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Banjarnegara;PurworejoKlampok;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Bojonegoro;Purwosari;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Banjarnegara;Rakit;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Blora;Randublatung;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Pemalang;Randudongkal;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Banyumas;Rawalo;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Batang;Reban;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Purbalingga;Rembang;15000;4 - 5 Hari;13000;6 - 7 Hari;-;-;YOGYAKARTA
Rembang;Rembang;15000;4 - 5 Hari;13000;6 - 7 Hari;-;-;YOGYAKARTA
Kendal;Ringinarum;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Kendal;Rowosari/WeleriUtara;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Salatiga;Salatiga;15000;4 - 5 Hari;13000;6 - 7 Hari;27000;-;YOGYAKARTA
Rembang;Sale;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Brebes;Salem;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Blora;Sambong;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Rembang;Sarang;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Demak;Sayung;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Rembang;Sedan;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Bojonegoro;Sekar;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Semarang;Semarang;10000;2 - 3 Hari;9000;4 - 5 Hari;27000;-;YOGYAKARTA
Semarang;SemarangBarat;10000;2 - 3 Hari;9000;4 - 5 Hari;27000;-;YOGYAKARTA
Semarang;SemarangSelatan;10000;2 - 3 Hari;9000;4 - 5 Hari;27000;-;YOGYAKARTA
Semarang;SemarangTengah;10000;2 - 3 Hari;9000;4 - 5 Hari;27000;-;YOGYAKARTA
Semarang;SemarangTimur;10000;2 - 3 Hari;9000;4 - 5 Hari;27000;-;YOGYAKARTA
Semarang;SemarangUtara;10000;2 - 3 Hari;9000;4 - 5 Hari;27000;-;YOGYAKARTA
Salatiga;Sidomukti;15000;4 - 5 Hari;13000;6 - 7 Hari;27000;-;YOGYAKARTA
Salatiga;Sidorejo;15000;4 - 5 Hari;13000;6 - 7 Hari;27000;-;YOGYAKARTA
Banjarnegara;Sigaluh;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Kendal;Singorojo;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Brebes;Sirampog;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Pekalongan;Siwalan;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Tegal;Slawi;15000;4 - 5 Hari;13000;6 - 7 Hari;-;-;YOGYAKARTA
Rembang;Sluke;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Banyumas;Sokaraja;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Banyumas;Somagede;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Brebes;Songgom;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Pekalongan;Sragi;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Batang;Subah;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Bojonegoro;Sugihwaras;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Pati;Sukolilo;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Kendal;Sukorejo;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Bojonegoro;Sukosewu;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Rembang;Sulang;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Banyumas;Sumbang;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Rembang;Sumber;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Bojonegoro;Sumberejo;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Semarang;Sumowono;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Banyumas;Sumpyuh/Sumpiuh;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Tegal;Suradadi;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Semarang;Suruh;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Banjarnegara;Susukan;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Semarang;Susukan;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Jepara;Tahunan;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Tegal;Talang;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Pekalongan;Talun;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Pemalang;Taman;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Banyumas;Tambak;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Bojonegoro;Tambakrejo;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Pati;Tambakromo;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Grobogan;Tanggungharjo;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Brebes;Tanjung;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Tegal;Tarub;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Grobogan;Tawangharjo;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Pati;Tayu;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Tegal;Tegal;15000;4 - 5 Hari;13000;6 - 7 Hari;-;-;YOGYAKARTA
Tegal;TegalBarat;15000;4 - 5 Hari;13000;6 - 7 Hari;-;-;YOGYAKARTA
Tegal;TegalSelatan;15000;4 - 5 Hari;13000;6 - 7 Hari;-;-;YOGYAKARTA
Tegal;TegalTimur;15000;4 - 5 Hari;13000;6 - 7 Hari;-;-;YOGYAKARTA
Grobogan;Tegowanu;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Pati;Telogowungu;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Bojonegoro;Temayang;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Semarang;Tembalang;10000;2 - 3 Hari;9000;4 - 5 Hari;27000;-;YOGYAKARTA
Semarang;Tengaran;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Batang;Tersono;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Salatiga;Tingkir;15000;4 - 5 Hari;13000;6 - 7 Hari;27000;-;YOGYAKARTA
Pekalongan;Tirto;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Blora;Todanan;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Brebes;Tonjong;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Grobogan;Toroh;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Pati;Trangkil;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Bojonegoro;Trucuk;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Semarang;Tugu;10000;2 - 3 Hari;9000;4 - 5 Hari;27000;-;YOGYAKARTA
Batang;Tulis;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Blora;Tunjungan;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Semarang;Tuntang;19000;6 - 7 Hari;17000;7 - 10 Hari;27000;-;YOGYAKARTA
Pemalang;Ulujami;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Kudus;Undaan;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Semarang;Ungaran;10000;2 - 3 Hari;9000;4 - 5 Hari;27000;-;YOGYAKARTA
Semarang;UngaranBarat;10000;2 - 3 Hari;9000;4 - 5 Hari;27000;-;YOGYAKARTA
Semarang;UngaranTimur;10000;2 - 3 Hari;9000;4 - 5 Hari;27000;-;YOGYAKARTA
Banjarnegara;Wanadadi;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Brebes;Wanasari;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Banjarnegara;Wanayasa;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Banyumas;Wangon;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Batang;Warungasem;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Pemalang;Warungpring;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Tegal;Warureja;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Pemalang;Watukumpul;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Pati;Wedarijaksa;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Demak;Wedung;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Jepara;Welahan;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Kendal;Weleri;19000;6 - 7 Hari;17000;7 - 10 Hari;27000;-;YOGYAKARTA
Pati;Winong;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Pekalongan;Wiradesa;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Grobogan;Wirosari;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Pekalongan;Wonokerto;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Pekalongan;Wonopringgo;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Demak;Wonosalam;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Batang;Wonotunggal;19000;6 - 7 Hari;17000;7 - 10 Hari;-;-;YOGYAKARTA
Sumenep;Ambunten;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Sumenep;Arjasa;65000;+ 10 Hari;-;-;-;-;YOGYAKARTA
Bangkalan;Arosbaya;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Surabaya;Asemrowo;21000;2 - 3 Hari;18000;4 - 5 Hari;39000;-;YOGYAKARTA
Lamongan;Babat;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Nganjuk;Bagor;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Bangkalan;Balega;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Gresik;Balongpanggang;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Tuban;Bancar;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Jombang;BandarKedungmulyo;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Tulungagung;Bandung;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Tuban;Bangilan;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Bangkalan;Bangkalan;34000;4 - 5 Hari;29000;7 - 8 Hari;-;-;YOGYAKARTA
Sampang;Banyuates;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Jombang;Bareng;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Nganjuk;Baron;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Sumenep;BatangBatang;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Sumenep;Batuan;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Pamekasan;BatuMarmar;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Sumenep;BatuPutih;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Trenggalek;Bendungan;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Gresik;Benjeng;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Surabaya;Benowo;21000;2 - 3 Hari;18000;4 - 5 Hari;-;-;YOGYAKARTA
Nganjuk;Berbek;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Tulungagung;Besuki;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Lamongan;Bluluk;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Sumenep;Bluto;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Tulungagung;Boyolangu;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Lamongan;Brondong;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Surabaya;Bubutan;21000;2 - 3 Hari;18000;4 - 5 Hari;39000;-;YOGYAKARTA
SidoarjoSUB;Buduran;21000;2 - 3 Hari;18000;4 - 5 Hari;39000;-;YOGYAKARTA
Surabaya;Bulak;21000;2 - 3 Hari;18000;4 - 5 Hari;39000;-;YOGYAKARTA
Gresik;Bungah;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Bangkalan;Burneh;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Sampang;Camplong;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Tulungagung;Campurdarat;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
SidoarjoSUB;Candi;21000;2 - 3 Hari;18000;4 - 5 Hari;39000;-;YOGYAKARTA
Gresik;Cerme;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Sumenep;Dasuk;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Lamongan;Deket;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Jombang;Diwek;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Trenggalek;Dongko;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Gresik;Driyorejo;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Gresik;DudukSampeyan;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Surabaya;DukuhPakis;21000;2 - 3 Hari;18000;4 - 5 Hari;39000;-;YOGYAKARTA
Gresik;Dukun;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Sumenep;Dungkek;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Trenggalek;Durenan;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Bangkalan;Galis;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Pamekasan;Galis;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Sumenep;Ganding;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Trenggalek;Gandusari;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Sumenep;Gapura;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Sumenep;Gayam;65000;+ 10 Hari;-;-;-;-;YOGYAKARTA
Surabaya;Gayungan;21000;2 - 3 Hari;18000;4 - 5 Hari;39000;-;YOGYAKARTA
SidoarjoSUB;Gedangan;21000;2 - 3 Hari;18000;4 - 5 Hari;39000;-;YOGYAKARTA
Bangkalan;Geger;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Surabaya;Genteng;21000;2 - 3 Hari;18000;4 - 5 Hari;39000;-;YOGYAKARTA
Sumenep;Giligenteng;65000;+ 10 Hari;-;-;-;-;YOGYAKARTA
Lamongan;Glagah;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Nganjuk;Gondang;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Tulungagung;Gondang;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Tuban;Grabagan;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Gresik;Gresik;21000;2 - 3 Hari;18000;4 - 5 Hari;39000;-;YOGYAKARTA
Surabaya;Gubeng;21000;2 - 3 Hari;18000;4 - 5 Hari;39000;-;YOGYAKARTA
Jombang;Gudo;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Sumenep;Guluk-Guluk;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Surabaya;Gununganyar;21000;2 - 3 Hari;18000;4 - 5 Hari;39000;-;YOGYAKARTA
SidoarjoSUB;Jabon;21000;2 - 3 Hari;18000;4 - 5 Hari;-;-;YOGYAKARTA
Surabaya;Jambangan;21000;2 - 3 Hari;18000;4 - 5 Hari;39000;-;YOGYAKARTA
Nganjuk;Jatikalen;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Tuban;Jatirogo;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Tuban;Jenu;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Jombang;Jogoroto;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Jombang;Jombang;34000;4 - 5 Hari;29000;7 - 8 Hari;39000;-;YOGYAKARTA
Sampang;Jrengik;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Jombang;Kabuh;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
Pamekasan;Kadur;43000;7 - 8 Hari;37000;9 - 10 Hari;-;-;YOGYAKARTA
